cylinders,displ,drive,make,model,trany
5.0,2.5,Front-Wheel Drive,Volvo,S80/S80 Premier,AUTO
6.0,2.9,Front-Wheel Drive,Volvo,S80/S80 Premier,AUTO
8.0,4.6,Front-Wheel Drive,Cadillac,Armored Deville,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,Vdp 4.2 Litre,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,XJ8 4.2 Litre,AUTO
8.0,4.2,Rear-Wheel Drive,Jaguar,XJR 4.2 Litre,AUTO
6.0,3.5,Front-Wheel Drive,Kia,Amanti,AUTO
8.0,4.6,Front-Wheel Drive,Pontiac,Bonneville,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Volkswagen,Phaeton,AUTO
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,S4 Avant,MANUAL
8.0,4.2,4-Wheel or All-Wheel Drive,Audi,S4 Avant,AUTO
6.0,2.6,Rear-Wheel Drive,Mercedes-Benz,C240 (Wagon),MANUAL
6.0,2.6,Rear-Wheel Drive,Mercedes-Benz,C240 (Wagon),AUTO
6.0,2.6,4-Wheel or All-Wheel Drive,Mercedes-Benz,C240 4matic (Wagon),AUTO
6.0,3.2,4-Wheel or All-Wheel Drive,Mercedes-Benz,C320 4matic (Wagon),AUTO
4.0,1.8,Front-Wheel Drive,Pontiac,Vibe,AUTO
4.0,1.8,4-Wheel or All-Wheel Drive,Pontiac,Vibe AWD,AUTO
4.0,1.8,Front-Wheel Drive,Pontiac,Vibe,MANUAL
4.0,2.3,Front-Wheel Drive,Suzuki,Aerio SX,AUTO
4.0,2.3,Front-Wheel Drive,Suzuki,Aerio SX,MANUAL
4.0,2.3,4-Wheel or All-Wheel Drive,Suzuki,Aerio SX AWD,AUTO
4.0,1.8,Front-Wheel Drive,Toyota,Matrix,AUTO
4.0,1.8,4-Wheel or All-Wheel Drive,Toyota,Matrix AWD,AUTO
4.0,1.8,Front-Wheel Drive,Toyota,Matrix,MANUAL
4.0,1.5,Front-Wheel Drive,Scion,xB,AUTO
4.0,1.5,Front-Wheel Drive,Scion,xB,MANUAL
8.0,5.3,Rear-Wheel Drive,Chevrolet,Silverado 15 Hybrid 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,Chevrolet,Silverado 1500 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,Chevrolet,Colorado 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,Chevrolet,Colorado 2WD,MANUAL
5.0,3.5,Rear-Wheel Drive,Chevrolet,Colorado 2WD,AUTO
5.0,3.5,Rear-Wheel Drive,Chevrolet,Colorado 2WD,MANUAL
4.0,2.8,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,MANUAL
5.0,3.5,Rear-Wheel Drive,Chevrolet,Colorado Crew Cab 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,Dakota Pickup 2WD,AUTO
6.0,3.7,Rear-Wheel Drive,Dodge,Dakota Pickup 2WD,MANUAL
8.0,5.3,Rear-Wheel Drive,GMC,Sierra 15 Hybrid 2WD,AUTO
8.0,6.0,Rear-Wheel Drive,GMC,Sierra 1500 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,GMC,Canyon 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,GMC,Canyon 2WD,MANUAL
5.0,3.5,Rear-Wheel Drive,GMC,Canyon 2WD,AUTO
5.0,3.5,Rear-Wheel Drive,GMC,Canyon 2WD,MANUAL
4.0,2.8,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,AUTO
4.0,2.8,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,MANUAL
5.0,3.5,Rear-Wheel Drive,GMC,Canyon Crew Cab 2WD,AUTO
8.0,5.6,Rear-Wheel Drive,Nissan,Titan 2WD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,MANUAL
5.0,3.5,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,AUTO
5.0,3.5,4-Wheel or All-Wheel Drive,Chevrolet,Colorado 4WD,MANUAL
4.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,MANUAL
5.0,3.5,4-Wheel or All-Wheel Drive,Chevrolet,Colorado Crew Cab 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,Chevrolet,Silverado 15 Hybrid 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,Chevrolet,Silverado 1500 AWD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Dodge,Dakota Pickup 4WD,AUTO
6.0,3.7,4-Wheel or All-Wheel Drive,Dodge,Dakota Pickup 4WD,MANUAL
4.0,2.8,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,MANUAL
5.0,3.5,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,AUTO
5.0,3.5,4-Wheel or All-Wheel Drive,GMC,Canyon 4WD,MANUAL
4.0,2.8,4-Wheel or All-Wheel Drive,GMC,Canyon Crew Cab 4WD,AUTO
4.0,2.8,4-Wheel or All-Wheel Drive,GMC,Canyon Crew Cab 4WD,MANUAL
5.0,3.5,4-Wheel or All-Wheel Drive,GMC,Canyon Crew Cab 4WD,AUTO
8.0,5.3,4-Wheel or All-Wheel Drive,GMC,Sierra 15 Hybrid 4WD,AUTO
8.0,6.0,4-Wheel or All-Wheel Drive,GMC,Sierra 1500 AWD,AUTO
8.0,5.6,4-Wheel or All-Wheel Drive,Nissan,Titan 4WD,AUTO
6.0,3.9,Front-Wheel Drive,Ford,Freestar Cargo Van FWD,AUTO
6.0,3.9,Front-Wheel Drive,Ford,Freestar Wagon FWD,AUTO
6.0,4.2,Front-Wheel Drive,Ford,Freestar Wagon FWD,AUTO
6.0,4.2,Front-Wheel Drive,Mercury,Monterey Wagon FWD,AUTO
6.0,3.5,Front-Wheel Drive,Nissan,Quest,AUTO
6.0,3.3,Front-Wheel Drive,Toyota,Sienna 2WD,AUTO
